time,open,high,low,close,vwap,volume,count
2025-07-20 01:30:00,0.0015195,0.0015208,0.0015133,659.8917777484493,0.0015174,43.71712034,14
2025-07-20 01:45:00,0.0015123,0.0015144,0.0015075,663.1299734748011,0.0015114,562.29107923,41
2025-07-20 02:00:00,0.0015086,0.0015086,0.001505,663.9224538573894,0.0015056,29.17181586,10
2025-07-20 02:15:00,0.0015079,0.0015084,0.0015039,664.9378283130527,0.001506,5.2142215,9
2025-07-20 02:30:00,0.0015066,0.0015072,0.0015066,663.5700066357,0.0015069,61.72706284,4
2025-07-20 02:45:00,0.0015055,0.0015075,0.0015048,664.5401382243488,0.0015068,558.88926330,25
2025-07-20 03:00:00,0.0015045,0.0015045,0.0015023,665.6460094521733,0.0015026,40.02497809,9
2025-07-20 03:15:00,0.0015040,0.0015040,0.0015026,665.1589729945457,0.0015036,1.03005000,3
2025-07-20 03:30:00,0.0015098,0.0015136,0.0015098,661.4631565021829,0.0015125,28.21145057,10
2025-07-20 03:45:00,0.0015101,0.0015101,0.0015089,662.251655629139,0.0015097,4.84174000,7
2025-07-20 04:00:00,0.0015096,0.0015100,0.0015076,662.7344423089668,0.0015097,4.24038617,8
2025-07-20 04:15:00,0.0015079,0.0015106,0.0015065,662.1201085876978,0.0015096,5.74609000,8
2025-07-20 04:30:00,0.0015086,0.0015086,0.0015086,662.8662335940608,0.0015086,0.05000000,1
2025-07-20 04:45:00,0.0015071,0.0015071,0.0015071,663.5259770420013,0.0015071,0.11245186,1
2025-07-20 05:00:00,0.0015050,0.0015053,0.0015041,664.8494116082708,0.0015052,1.46039940,4
2025-07-20 05:15:00,0.0015036,0.0015044,0.0015036,664.9378283130527,0.0015040,89.21518895,12
2025-07-20 05:30:00,0.0015044,0.0015047,0.0015043,664.5843025187745,0.0015044,21.93874750,9
2025-07-20 05:45:00,0.0015091,0.0015093,0.0015091,662.5588020936858,0.0015091,0.06287000,2
2025-07-20 06:00:00,0.0015086,0.0015086,0.0015055,664.2311524410495,0.0015070,118.98250878,12
2025-07-20 06:15:00,0.0015042,0.0015042,0.0015024,665.6017039403621,0.0015025,0.91101603,3
2025-07-20 06:30:00,0.0015030,0.0015048,0.0015026,664.5401382243488,0.0015044,1.61547729,5
2025-07-20 06:45:00,0.0015054,0.0015054,0.0015051,664.4076805527872,0.0015053,1.28810000,3
2025-07-20 07:00:00,0.0015047,0.0015088,0.0015047,662.9541235746486,0.0015071,71.25527872,10
2025-07-20 07:15:00,0.0015090,0.0015108,0.0015083,661.9009796134497,0.0015087,3.06998000,6
2025-07-20 07:30:00,0.0015120,0.0015125,0.0015109,661.5506747816883,0.0015110,113.08622495,10
2025-07-20 07:45:00,0.0015104,0.0015106,0.0015081,663.0860022544924,0.0015105,604.58016272,20
2025-07-20 08:00:00,0.0015086,0.0015097,0.0015075,662.8662335940608,0.0015086,9.21906690,4
2025-07-20 08:15:00,0.0015110,0.0015153,0.0015110,660.1095781899795,0.0015119,490.28250174,26
2025-07-20 08:30:00,0.0015152,0.0015202,0.0015137,657.8081831337981,0.0015188,170.12082546,30
2025-07-20 08:45:00,0.0015205,0.0015275,0.0015199,654.6644844517185,0.0015238,453.98119289,60
2025-07-20 09:00:00,0.0015279,0.0015337,0.0015279,654.1077969649398,0.0015321,409.81323596,42
2025-07-20 09:15:00,0.0015332,0.0015332,0.0015279,654.4930950978467,0.0015281,5.03029917,4
2025-07-20 09:30:00,0.0015233,0.0015282,0.0015232,654.7073458164201,0.0015258,10.61449545,25
2025-07-20 09:45:00,0.0015281,0.0015281,0.0015260,655.307994757536,0.0015271,24.75913107,6
2025-07-20 10:00:00,0.0015246,0.0015260,0.0015235,656.3402467839328,0.0015257,107.13500363,16
2025-07-20 10:15:00,0.0015239,0.0015309,0.0015222,654.4930950978467,0.0015272,690.39595630,60
2025-07-20 10:30:00,0.0015267,0.0015269,0.0015206,655.0504388837941,0.0015249,690.25461625,52
2025-07-20 10:45:00,0.0015265,0.0015265,0.0015227,656.6850538481744,0.0015233,2.49116916,5
2025-07-20 11:00:00,0.0015234,0.0015240,0.0015234,656.2541015881349,0.0015238,2.40835409,3
2025-07-20 11:15:00,0.0015220,0.0015272,0.0015220,654.8359635911204,0.0015264,21.27490049,10
2025-07-20 11:30:00,0.0015281,0.0015302,0.0015280,653.5093451836361,0.0015287,21.67493581,11
2025-07-20 11:45:00,0.0015303,0.0015317,0.0015299,653.3812479581836,0.0015312,10.63867408,12
2025-07-20 12:00:00,0.0015296,0.0015300,0.0015276,654.5787785559992,0.0015293,41.26128932,12
2025-07-20 12:15:00,0.0015281,0.0015318,0.0015270,652.8267397832615,0.0015287,107.07437409,9
2025-07-20 12:30:00,0.0015310,0.0015374,0.0015310,651.3809275664408,0.0015356,663.43965960,53
2025-07-20 12:45:00,0.0015332,0.0015387,0.0015332,649.9837504062399,0.0015380,30.21704058,16
2025-07-20 13:00:00,0.0015388,0.0015449,0.0015386,647.2910868017347,0.0015416,796.70260921,88
2025-07-20 13:15:00,0.0015451,0.0015455,0.0015400,649.308486461918,0.0015446,760.44175314,70
2025-07-20 13:30:00,0.0015385,0.0015457,0.0015385,646.9979296066252,0.0015408,7.12959967,10
2025-07-20 13:45:00,0.0015457,0.0015473,0.0015452,647.123535883,0.0015459,104.46176394,32
2025-07-20 14:00:00,0.0015460,0.0015460,0.0015349,651.2112529304507,0.0015363,119.47916252,44
2025-07-20 14:15:00,0.0015368,0.0015368,0.0015341,651.7205422314911,0.0015359,151.57451082,19
2025-07-20 14:30:00,0.0015329,0.0015359,0.0015324,651.0840549514943,0.0015342,17.02439771,8
2025-07-20 14:45:00,0.0015328,0.0015328,0.0015270,654.8788474132285,0.0015293,96.25619610,24
2025-07-20 15:00:00,0.0015265,0.0015277,0.0015229,654.7930853850183,0.0015256,96.27240164,27
2025-07-20 15:15:00,0.0015246,0.0015264,0.0015224,655.1362683438155,0.0015249,123.56289459,12
2025-07-20 15:30:00,0.0015265,0.0015284,0.0015265,654.278984559016,0.0015281,33.58970316,15
2025-07-20 15:45:00,0.0015284,0.0015340,0.0015284,652.400835073069,0.0015316,451.31113101,32
2025-07-20 16:00:00,0.0015328,0.0015392,0.0015323,649.772579597141,0.0015342,31.32865866,17
2025-07-20 16:15:00,0.0015388,0.0015416,0.0015351,650.0260010400416,0.0015378,56.57386401,31
2025-07-20 16:30:00,0.0015395,0.0015415,0.0015395,648.7187804086929,0.0015400,139.52051314,6
2025-07-20 16:45:00,0.0015385,0.0015390,0.0015353,651.0840549514943,0.0015363,5.47865903,15
2025-07-20 17:00:00,0.0015357,0.0015357,0.0015276,653.7229522128522,0.0015320,164.34983810,30
2025-07-20 17:15:00,0.0015272,0.0015330,0.0015272,654.278984559016,0.0015284,6.96141933,11
